Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,Rolling_Volatility,Drawdown,Risk_Category
2024-08-05,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,1007.09,1020.6,994.13,1005.31,1858057,-0.068889,1087.72,1025.11,0.401745,-0.110711,High
2024-08-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,996.96,1003.23,972.44,994.07,1861541,-0.011179,1082.76,1028.3,0.401767,-0.120652,High
2024-08-07,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,960.83,974.59,944.68,964.86,1858744,-0.029384,1075.86,1031.3,0.407839,-0.146491,High
2024-08-08,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,961.29,1003.38,960.16,962.96,1857714,-0.001975,1069.34,1033.63,0.408024,-0.148176,High
2024-08-09,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,937.56,937.9,924.67,934.9,1857851,-0.029135,1060.35,1034.82,0.404159,-0.172994,High
2024-08-12,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,899.83,907.91,897.09,906.8,1857998,-0.030053,1050.44,1034.77,0.411381,-0.197849,High
2024-08-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,926.1,929.15,911.96,924.12,1857876,0.019094,1040.12,1034.85,0.407525,-0.182532,High
2024-08-14,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,921.58,934.86,920.69,928.09,1855740,0.004301,1033.24,1034.94,0.368868,-0.179017,High
2024-08-15,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,932.47,948.44,929.98,939.47,1859371,0.012258,1025.91,1035.06,0.363138,-0.168953,High
2024-08-16,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,921.99,927.61,900.94,927.09,1856884,-0.013183,1018.08,1034.63,0.363356,-0.179908,High
2024-08-19,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,919.0,948.52,891.37,916.85,1857601,-0.011039,1008.88,1033.32,0.352647,-0.188961,High
2024-08-20,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,915.26,934.78,871.05,903.3,1856583,-0.01478,998.95,1032.29,0.351322,-0.200948,High
2024-08-21,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,887.07,896.93,856.86,892.75,1857792,-0.011677,990.0,1030.86,0.345316,-0.210279,High
2024-08-22,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,883.6,887.53,851.83,883.3,1855644,-0.010584,980.28,1028.92,0.341124,-0.218638,High
2024-08-23,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,867.12,867.45,861.58,862.86,1856696,-0.02314,968.45,1025.99,0.325169,-0.236719,High
2024-08-26,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,850.8,857.3,834.91,848.63,1857778,-0.016501,955.53,1022.83,0.317904,-0.249313,High
2024-08-27,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,850.03,856.68,834.63,852.92,1858082,0.005065,944.69,1019.62,0.314373,-0.245511,High
2024-08-28,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,835.93,848.01,829.17,833.07,1856846,-0.02328,932.54,1015.98,0.310636,-0.263075,High
2024-08-29,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,837.78,849.94,775.55,839.94,1859674,0.008249,920.05,1012.25,0.30603,-0.256996,High
2024-08-30,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,808.71,847.51,804.63,809.28,1857494,-0.036509,906.53,1008.08,0.316997,-0.284122,High
2024-09-02,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,811.87,834.89,801.45,815.49,1860462,0.007685,897.04,1003.63,0.251223,-0.278621,High
2024-09-03,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,818.74,819.77,789.19,814.34,1859453,-0.001422,888.05,998.87,0.253144,-0.279647,High
2024-09-04,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,822.17,837.19,816.76,820.96,1857235,0.008134,880.86,994.86,0.249656,-0.273787,High
2024-09-05,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,826.45,829.06,814.88,827.65,1858009,0.008154,874.09,991.46,0.255381,-0.267865,High
2024-09-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,809.28,814.02,792.52,807.95,1857725,-0.023805,867.74,987.67,0.250014,-0.285294,High
2024-09-09,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,809.72,819.56,797.39,809.35,1855961,0.001737,862.87,982.28,0.236491,-0.284053,High
2024-09-10,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,789.28,797.39,781.91,788.07,1858757,-0.026301,856.07,976.51,0.22848,-0.302883,High
2024-09-11,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,783.67,797.56,746.74,780.65,1857245,-0.009409,848.7,971.02,0.223962,-0.309442,High
2024-09-12,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,799.96,819.89,787.35,798.7,1857188,0.023123,841.66,966.15,0.240071,-0.293474,High
2024-09-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,777.23,801.13,774.26,780.43,1856661,-0.022884,834.33,960.57,0.245276,-0.309643,High
2024-09-16,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,772.9,780.38,753.88,779.67,1857896,-0.000965,827.47,954.06,0.246475,-0.310309,High
2024-09-17,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,767.91,779.73,752.76,765.0,1857079,-0.018822,820.55,947.49,0.248369,-0.32329,High
2024-09-18,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,768.75,808.54,767.41,770.91,1854077,0.007733,814.46,940.85,0.254209,-0.318057,High
2024-09-19,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,792.84,809.57,784.59,788.44,1856111,0.022736,809.72,934.76,0.274971,-0.302552,High
2024-09-20,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,774.22,788.54,772.23,779.96,1857300,-0.010759,805.57,928.06,0.267869,-0.310056,High
2024-09-23,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,780.68,861.12,779.8,784.31,1855608,0.005575,802.35,921.65,0.26665,-0.30621,High
2024-09-24,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,779.97,780.97,776.9,780.45,1858450,-0.004922,798.73,914.64,0.264595,-0.309624,High
2024-09-25,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,763.15,764.2,759.0,762.73,1856328,-0.022697,795.21,908.59,0.264048,-0.325294,High
2024-09-26,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,773.19,790.14,762.28,769.54,1858652,0.00892,791.69,902.25,0.26448,-0.319275,High
2024-09-27,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,782.92,792.29,738.16,778.84,1857791,0.01209,790.17,896.16,0.241046,-0.311045,High
2024-09-30,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,760.76,762.47,728.02,760.95,1859113,-0.022965,787.44,889.36,0.249448,-0.326867,High
2024-10-01,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,780.08,785.58,760.82,777.15,1858515,0.021286,785.59,882.87,0.26434,-0.312539,High
2024-10-02,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,794.09,802.27,781.7,801.47,1858272,0.031291,784.61,877.46,0.288065,-0.291027,High
2024-10-03,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,783.55,793.65,748.97,784.85,1857093,-0.020732,782.47,871.6,0.294019,-0.305726,High
2024-10-04,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,814.77,816.12,809.63,811.5,1859056,0.03395,782.65,865.84,0.309545,-0.282155,High
2024-10-07,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,812.18,812.27,807.01,811.89,1857619,0.000484,782.78,859.94,0.309505,-0.281808,High
2024-10-08,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,816.77,821.54,801.06,810.86,1856919,-0.001265,783.92,854.76,0.293259,-0.282717,High
2024-10-09,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,840.17,847.5,818.97,844.13,1858748,0.041019,787.09,850.13,0.321453,-0.253294,High
2024-10-10,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,865.4,871.24,848.92,861.56,1858799,0.020651,790.23,845.56,0.319628,-0.237874,High
2024-10-11,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,847.06,854.62,826.03,849.13,1856806,-0.014429,793.67,840.95,0.311506,-0.248871,High
2024-10-14,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,841.27,853.81,837.1,839.19,1859270,-0.011701,796.64,837.63,0.316258,-0.25766,High
2024-10-15,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,842.42,860.55,839.71,846.09,1857912,0.00822,800.7,834.67,0.304884,-0.251558,High
2024-10-16,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,853.45,855.19,835.57,852.83,1858076,0.007967,804.79,832.43,0.30491,-0.245595,High
2024-10-17,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,856.1,864.72,846.9,852.37,1856054,-0.000533,807.99,830.22,0.298313,-0.245997,High
2024-10-18,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,841.72,869.49,831.26,838.47,1855605,-0.016318,810.92,828.29,0.302601,-0.258301,High
2024-10-21,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,828.38,830.38,808.4,827.88,1857079,-0.012623,813.09,826.71,0.308027,-0.267664,High
2024-10-22,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,831.12,873.6,826.83,827.73,1855468,-0.000184,815.46,824.78,0.306891,-0.267798,High
2024-10-23,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,799.78,800.01,795.01,797.21,1861195,-0.03687,817.18,822.16,0.326221,-0.294795,High
2024-10-24,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,805.87,808.35,801.63,807.08,1856015,0.012375,819.06,819.52,0.327364,-0.286068,High
2024-10-25,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,813.15,815.54,786.19,812.39,1858253,0.006579,820.74,817.22,0.325823,-0.28137,High
2024-10-28,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,798.2,805.8,788.51,794.7,1858580,-0.021775,822.42,814.78,0.324623,-0.297018,High
2024-10-29,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,811.78,816.11,800.78,804.29,1858399,0.012067,823.78,812.8,0.3191,-0.288535,High
2024-10-30,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,774.39,780.68,759.11,772.26,1859452,-0.039826,822.32,810.39,0.331846,-0.31687,High
2024-10-31,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,774.92,812.46,774.56,779.41,1856880,0.009261,822.05,808.31,0.325995,-0.310544,High
2024-11-01,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,798.25,803.25,778.82,796.65,1857028,0.022123,821.3,806.99,0.311991,-0.295291,High
2024-11-04,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,811.94,834.89,790.07,804.52,1855689,0.009876,820.94,806.1,0.314252,-0.288331,High
2024-11-05,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,813.88,817.45,813.19,816.52,1859205,0.014924,821.22,805.38,0.318793,-0.27771,High
2024-11-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,824.54,850.77,816.01,829.97,1858900,0.016467,820.51,805.31,0.287856,-0.265816,High
2024-11-07,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,840.31,869.54,831.68,838.19,1858377,0.009905,819.34,805.28,0.279703,-0.258544,High
2024-11-08,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,837.7,841.92,835.29,837.45,1858653,-0.000884,818.76,805.84,0.27532,-0.2592,High
2024-11-11,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,831.76,841.64,829.31,831.4,1858670,-0.007229,818.37,806.16,0.273367,-0.264555,High
2024-11-12,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,854.0,857.51,851.76,854.85,1858042,0.028209,818.81,806.97,0.290335,-0.243809,High
2024-11-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,865.31,868.94,853.42,867.7,1857287,0.015031,819.55,807.91,0.29375,-0.232443,High
2024-11-14,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,889.84,912.73,887.34,893.02,1857770,0.02918,821.58,809.21,0.310133,-0.210046,High
2024-11-15,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,916.14,929.8,913.97,914.81,1856577,0.024409,825.4,811.35,0.311024,-0.190764,High
2024-11-18,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,893.05,911.74,847.68,889.86,1859063,-0.027273,828.5,812.96,0.325752,-0.212834,High
2024-11-19,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,874.58,883.74,874.05,876.13,1857845,-0.015434,830.92,814.72,0.332662,-0.224984,High
2024-11-20,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,844.16,847.8,824.95,838.67,1859946,-0.04276,832.99,815.88,0.342547,-0.258123,High
2024-11-21,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,808.46,815.21,774.96,808.29,1857683,-0.036217,833.05,816.07,0.367011,-0.284992,High
2024-11-22,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,777.38,778.16,773.96,774.41,1857112,-0.041924,831.15,815.95,0.395349,-0.314967,High
2024-11-25,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,732.37,737.6,695.31,733.93,1856488,-0.052272,828.12,815.04,0.428884,-0.350775,High
2024-11-26,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,730.58,734.45,722.4,730.04,1857789,-0.005294,824.4,814.34,0.424871,-0.354212,High
2024-11-27,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,752.48,766.63,733.83,751.15,1857292,0.028921,823.35,813.94,0.41907,-0.335535,High
2024-11-28,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,757.46,758.48,746.32,757.86,1855497,0.008928,822.27,813.33,0.418963,-0.329603,High
2024-11-29,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,766.4,774.14,755.37,770.88,1857502,0.017185,820.98,813.15,0.415691,-0.318083,High
2024-12-02,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,777.09,780.86,754.17,772.18,1857846,0.001683,819.37,812.91,0.41378,-0.316936,High
2024-12-03,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,774.62,784.47,773.83,775.15,1857424,0.003843,817.3,812.8,0.409716,-0.314311,High
2024-12-04,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,782.06,793.33,776.22,790.01,1856095,0.019168,815.3,813.35,0.411463,-0.301168,High
2024-12-05,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,785.37,788.91,744.23,787.23,1859216,-0.003514,812.75,813.7,0.409003,-0.303623,High
2024-12-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,796.2,799.76,789.24,789.91,1856255,0.003401,810.37,813.92,0.409553,-0.301254,High
2024-12-09,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,787.27,793.74,778.97,782.55,1860131,-0.00931,807.93,814.35,0.409932,-0.30776,High
2024-12-10,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,761.41,769.92,747.64,760.36,1859628,-0.028361,803.21,814.02,0.402469,-0.327393,High
2024-12-11,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,761.53,761.96,757.12,758.32,1856617,-0.002682,797.74,813.16,0.395314,-0.329197,High
2024-12-12,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,742.78,746.91,729.05,737.56,1858906,-0.027373,789.97,812.21,0.378381,-0.347558,High
2024-12-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,753.99,770.33,739.44,753.56,1857160,0.021693,781.9,811.05,0.375287,-0.333405,High
2024-12-16,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,766.77,777.24,746.52,762.73,1859110,0.012163,775.55,810.07,0.376454,-0.325298,High
2024-12-17,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,787.58,797.95,777.85,790.73,1857114,0.036707,771.28,809.67,0.406045,-0.300531,High
2024-12-18,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,772.2,783.36,764.15,776.33,1855986,-0.018203,768.16,808.31,0.384375,-0.313263,High
2024-12-19,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,751.59,756.78,737.42,751.53,1857734,-0.031953,765.32,806.11,0.379843,-0.335206,High
2024-12-20,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,727.53,732.09,723.14,724.84,1857828,-0.035504,762.84,803.62,0.371797,-0.35881,High
2024-12-23,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,757.73,763.55,740.1,752.98,1859735,0.038822,763.8,801.9,0.351885,-0.333917,High
2024-12-24,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,745.79,768.92,717.64,746.16,1855454,-0.009068,764.6,799.9,0.353107,-0.339957,High
2024-12-25,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,717.15,726.96,704.8,720.13,1857935,-0.034886,763.05,797.25,0.359554,-0.362983,High
2024-12-26,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,736.44,748.66,728.04,728.56,1858633,0.011715,761.59,794.77,0.360797,-0.355521,High
2024-12-27,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,722.35,740.93,714.71,723.04,1858784,-0.007579,759.19,792.46,0.354233,-0.360405,High
2024-12-30,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,703.57,713.13,689.9,707.13,1857375,-0.02201,755.94,790.05,0.360048,-0.374482,High
2024-12-31,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,735.16,755.31,732.55,733.03,1856805,0.036638,753.83,788.15,0.387474,-0.351565,High
2025-01-01,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,743.17,797.99,715.09,730.84,1859375,-0.002992,750.88,786.83,0.378923,-0.353505,High
2025-01-02,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,741.46,749.26,737.44,741.12,1858201,0.014061,748.57,785.51,0.384085,-0.344415,High
2025-01-03,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,749.42,755.21,739.15,749.13,1857735,0.010813,746.53,784.24,0.386549,-0.337326,High
2025-01-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,802.79,822.53,759.09,799.77,1856524,0.067601,747.39,784.34,0.458023,-0.292529,High
2025-01-07,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,799.97,812.54,733.12,796.24,1856942,-0.004422,749.19,784.18,0.445035,-0.295657,High
2025-01-08,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,773.16,788.81,761.49,777.72,1857097,-0.023249,750.16,784.29,0.454213,-0.312032,High
2025-01-09,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,771.18,796.31,757.71,765.48,1858500,-0.015748,751.55,784.01,0.446165,-0.322866,High
2025-01-10,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,783.67,796.46,781.37,784.13,1857845,0.024374,753.08,783.76,0.447814,-0.306362,High
2025-01-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,789.42,801.57,786.39,789.16,1855866,0.006407,754.4,783.45,0.446608,-0.301918,High
2025-01-14,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,776.21,783.34,769.68,780.63,1859354,-0.010813,753.9,782.74,0.429253,-0.309466,High
2025-01-15,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,786.09,801.13,771.8,787.37,1859993,0.008636,754.45,781.88,0.424957,-0.303503,High
2025-01-16,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,818.91,848.91,795.23,813.12,1858932,0.032712,757.53,781.38,0.420332,-0.280719,High
2025-01-17,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,851.25,862.22,843.21,846.4,1856269,0.040923,763.61,781.56,0.411862,-0.251284,High
2025-01-20,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,856.2,886.21,844.42,854.24,1858809,0.009265,768.67,782.02,0.395661,-0.244347,High
2025-01-21,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,867.26,883.58,855.61,878.11,1859946,0.027945,775.27,782.48,0.398005,-0.22323,High
2025-01-22,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,846.0,849.6,817.63,849.05,1857507,-0.033099,781.71,782.11,0.395467,-0.248941,High
2025-01-23,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,864.0,871.63,835.08,862.12,1857847,0.015398,788.39,781.49,0.396072,-0.237376,High
2025-01-24,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,856.89,858.79,835.04,858.74,1858238,-0.003926,795.18,780.37,0.394284,-0.24037,High
2025-01-27,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,838.51,840.63,826.65,835.77,1858883,-0.026746,801.61,779.29,0.399535,-0.260687,High
2025-01-28,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,820.91,823.51,816.82,817.64,1855716,-0.021685,805.84,778.12,0.39906,-0.276719,High
2025-01-29,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,807.77,817.02,797.24,802.13,1859142,-0.01897,809.4,777.39,0.407652,-0.290439,High
2025-01-30,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,800.81,844.39,789.14,808.1,1858479,0.007435,812.75,777.39,0.40637,-0.285163,High
2025-01-31,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,785.82,787.5,773.85,787.27,1857062,-0.025777,814.66,777.64,0.419543,-0.30359,High
2025-02-03,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,797.97,804.29,775.34,801.05,1859343,0.0175,814.72,778.99,0.348628,-0.291402,High
2025-02-04,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,817.75,862.97,811.9,820.06,1857929,0.023739,815.91,780.79,0.357772,-0.274581,High
2025-02-05,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,817.72,844.23,783.88,818.04,1857542,-0.002462,817.93,782.12,0.345947,-0.276367,High
2025-02-06,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,815.32,837.35,812.15,814.33,1858319,-0.004545,820.37,783.25,0.340238,-0.279655,High
2025-02-07,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,820.38,821.56,817.07,817.7,1859568,0.004139,822.05,784.19,0.331086,-0.276674,High
2025-02-10,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,805.28,820.93,802.94,808.41,1858577,-0.011361,823.01,784.91,0.334158,-0.284891,High
2025-02-11,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,836.16,840.36,828.38,837.51,1857529,0.035996,825.86,786.16,0.352258,-0.25915,High
2025-02-12,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,797.44,810.03,776.24,796.94,1859311,-0.048441,826.34,786.3,0.397172,-0.295037,High
2025-02-13,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,790.17,796.78,787.92,789.89,1857572,-0.008836,825.17,786.35,0.38005,-0.301267,High
2025-02-14,ADANIPORTS.NS,Adani Ports & SEZ,Infrastructure,758.98,772.68,749.93,761.15,1857114,-0.036393,820.91,785.78,0.365265,-0.326696,High
